Age;AmtWeekdays;AmtWeekends;EthnicityID;Ethnicity;Gender;GrossIncome;MaritalStatus;NationalityID;Nationality;Qualification;Region;Smoke;Type
65;NA;NA;7;White;Female;2600 to 5200;Widowed;2;English;No Qualification;Midlands & East Anglia;No;
69;NA;NA;7;White;Female;Under 2600;Married;2;English;No Qualification;Midlands & East Anglia;No;
61;NA;NA;7;White;Female;Unknown;Married;2;English;A Levels;Midlands & East Anglia;No;
63;NA;NA;7;White;Female;Refused;Married;2;English;No Qualification;Midlands & East Anglia;No;
16;NA;NA;7;White;Male;Refused;Single;1;British;No Qualification;Midlands & East Anglia;No;
61;NA;NA;7;White;Male;2600 to 5200;Divorced;2;English;No Qualification;Midlands & East Anglia;No;
18;NA;NA;7;White;Male;Under 2600;Single;2;English;GCSE/O Level;Midlands & East Anglia;No;
76;NA;NA;7;White;Male;5200 to 10400;Single;2;English;No Qualification;Midlands & East Anglia;No;
65;NA;NA;7;White;Male;5200 to 10400;Married;2;English;GCSE/O Level;Midlands & East Anglia;No;
52;NA;NA;7;White;Female;5200 to 10400;Married;2;English;No Qualification;Midlands & East Anglia;No;
64;NA;NA;7;White;Male;10400 to 15600;Widowed;2;English;No Qualification;Midlands & East Anglia;No;
42;NA;NA;7;White;Female;Under 2600;Married;1;British;GCSE/CSE;Midlands & East Anglia;No;
40;NA;NA;7;White;Male;Above 36400;Married;4;Other;Degree;London;No;
28;NA;NA;4;Mixed;Female;20800 to 28600;Married;2;English;Other/Sub Degree;London;No;
40;NA;NA;7;White;Male;Above 36400;Married;8;Welsh;Degree;London;No;
48;NA;NA;7;White;Male;28600 to 36400;Married;1;British;GCSE/O Level;London;No;
35;NA;NA;7;White;Male;20800 to 28600;Separated;4;Other;Degree;London;No;
30;3;3;2;Black;Female;5200 to 10400;Single;1;British;Degree;London;Yes;Packets
26;NA;NA;7;White;Female;5200 to 10400;Single;1;British;Degree;London;No;
81;NA;NA;7;White;Male;5200 to 10400;Widowed;2;English;No Qualification;London;No;
77;NA;NA;7;White;Male;10400 to 15600;Divorced;2;English;A Levels;London;No;
25;NA;NA;7;White;Female;15600 to 20800;Single;1;British;Degree;London;No;
66;NA;NA;1;Asian;Female;Under 2600;Married;1;British;No Qualification;London;No;
18;15;15;7;White;Male;5200 to 10400;Single;1;British;A Levels;London;Yes;Packets
43;NA;NA;2;Black;Male;15600 to 20800;Married;1;British;GCSE/O Level;London;No;
49;6;20;7;White;Male;5200 to 10400;Divorced;2;English;Other/Sub Degree;London;Yes;Both/Mainly Packets
29;NA;NA;7;White;Male;Above 36400;Married;2;English;Degree;London;No;
20;NA;NA;7;White;Female;5200 to 10400;Single;2;English;No Qualification;London;No;
75;25;25;7;White;Female;Under 2600;Widowed;2;English;Other/Sub Degree;London;Yes;Packets
40;NA;NA;3;Chinese;Male;20800 to 28600;Married;4;Other;No Qualification;London;No;
64;NA;NA;7;White;Female;5200 to 10400;Single;3;Irish;Higher/Sub Degree;London;No;
66;NA;NA;3;Chinese;Male;Refused;Single;1;British;Degree;London;No;
34;NA;NA;7;White;Female;5200 to 10400;Single;1;British;Degree;London;No;
76;NA;NA;7;White;Female;28600 to 36400;Divorced;1;British;Degree;London;No;
30;0;1;7;White;Male;Above 36400;Married;2;English;Degree;London;Yes;Packets
55;NA;NA;4;Mixed;Male;Above 36400;Married;4;Other;Degree;London;No;
49;NA;NA;7;White;Female;5200 to 10400;Single;2;English;GCSE/O Level;London;No;
38;NA;NA;3;Chinese;Male;10400 to 15600;Separated;2;English;Degree;London;No;
23;10;10;5;Refused;Male;Refused;Single;4;Other;A Levels;London;Yes;Packets
77;NA;NA;7;White;Male;15600 to 20800;Married;8;Welsh;Degree;London;No;
46;8;8;7;White;Male;10400 to 15600;Single;4;Other;Degree;London;Yes;Hand-Rolled
26;NA;NA;7;White;Female;Under 2600;Separated;1;British;Higher/Sub Degree;London;No;
26;8;10;7;White;Female;28600 to 36400;Single;4;Other;Degree;London;Yes;Packets
45;2;7;7;White;Male;Above 36400;Single;3;Irish;Degree;London;Yes;Packets
45;NA;NA;2;Black;Female;2600 to 5200;Single;4;Other;No Qualification;London;No;
61;NA;NA;7;White;Female;Refused;Married;2;English;No Qualification;London;No;
47;NA;NA;7;White;Female;5200 to 10400;Married;2;English;GCSE/O Level;London;No;
75;10;10;7;White;Female;10400 to 15600;Widowed;2;English;Other/Sub Degree;London;Yes;Packets
36;20;30;7;White;Female;2600 to 5200;Divorced;2;English;No Qualification;London;Yes;Packets
26;NA;NA;3;Chinese;Male;2600 to 5200;Single;1;British;Degree;London;No;
71;25;25;7;White;Male;2600 to 5200;Widowed;2;English;No Qualification;London;Yes;Packets
69;10;10;7;White;Male;5200 to 10400;Married;1;British;No Qualification;London;Yes;Hand-Rolled
38;6;10;7;White;Male;28600 to 36400;Single;3;Irish;A Levels;London;Yes;Hand-Rolled
21;NA;NA;2;Black;Female;Refused;Single;1;British;GCSE/O Level;London;No;
26;NA;NA;3;Chinese;Male;10400 to 15600;Single;1;British;No Qualification;London;No;
83;NA;NA;7;White;Female;Unknown;Widowed;2;English;No Qualification;London;No;
56;NA;NA;7;White;Female;5200 to 10400;Divorced;4;Other;No Qualification;London;No;
34;20;20;7;White;Male;Above 36400;Single;2;English;Degree;London;Yes;Packets
66;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;No Qualification;London;No;
32;3;3;7;White;Female;5200 to 10400;Single;2;English;GCSE/O Level;London;Yes;Hand-Rolled
77;NA;NA;7;White;Female;5200 to 10400;Single;2;English;No Qualification;London;No;
70;NA;NA;7;White;Female;Under 2600;Married;2;English;No Qualification;London;No;
24;10;10;7;White;Male;Under 2600;Single;2;English;GCSE/O Level;London;Yes;Both/Mainly Packets
81;NA;NA;7;White;Female;5200 to 10400;Widowed;1;British;No Qualification;London;No;
37;NA;NA;7;White;Male;2600 to 5200;Separated;4;Other;Other/Sub Degree;London;No;
90;NA;NA;7;White;Male;2600 to 5200;Married;2;English;No Qualification;London;No;
29;0;6;2;Black;Female;5200 to 10400;Single;4;Other;GCSE/O Level;London;Yes;Hand-Rolled
24;NA;NA;7;White;Female;5200 to 10400;Single;4;Other;A Levels;London;No;
81;NA;NA;7;White;Male;2600 to 5200;Widowed;2;English;No Qualification;London;No;
38;NA;NA;2;Black;Female;5200 to 10400;Separated;4;Other;ONC/BTEC;London;No;
22;7;0;7;White;Male;20800 to 28600;Single;3;Irish;GCSE/O Level;London;Yes;Packets
31;NA;NA;1;Asian;Male;5200 to 10400;Married;1;British;GCSE/CSE;London;No;
77;NA;NA;7;White;Female;2600 to 5200;Widowed;4;Other;No Qualification;London;No;
61;4;5;7;White;Female;10400 to 15600;Divorced;4;Other;No Qualification;London;Yes;Packets
54;NA;NA;7;White;Male;2600 to 5200;Single;2;English;No Qualification;London;No;
72;NA;NA;7;White;Female;5200 to 10400;Widowed;1;British;No Qualification;London;No;
66;30;30;7;White;Male;5200 to 10400;Single;1;British;No Qualification;London;Yes;Packets
47;NA;NA;7;White;Male;20800 to 28600;Single;1;British;ONC/BTEC;London;No;
76;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;No Qualification;London;No;
41;NA;NA;7;White;Male;20800 to 28600;Married;2;English;A Levels;London;No;
80;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;No Qualification;London;No;
63;NA;NA;7;White;Female;2600 to 5200;Married;2;English;No Qualification;London;No;
29;NA;NA;7;White;Male;15600 to 20800;Married;2;English;No Qualification;London;No;
40;NA;NA;7;White;Female;15600 to 20800;Single;4;Other;GCSE/O Level;London;No;
54;NA;NA;7;White;Female;10400 to 15600;Married;2;English;No Qualification;London;No;
66;55;5;1;Asian;Male;10400 to 15600;Married;1;British;Degree;London;Yes;Packets
69;NA;NA;1;Asian;Male;10400 to 15600;Married;4;Other;Other/Sub Degree;London;No;
51;NA;NA;7;White;Male;15600 to 20800;Married;1;British;No Qualification;London;No;
70;NA;NA;7;White;Male;5200 to 10400;Widowed;2;English;No Qualification;London;No;
36;1;10;7;White;Female;2600 to 5200;Married;1;British;GCSE/O Level;London;Yes;Packets
73;NA;NA;7;White;Female;Under 2600;Married;2;English;No Qualification;London;No;
72;NA;NA;7;White;Male;2600 to 5200;Married;1;British;Other/Sub Degree;London;No;
18;NA;NA;7;White;Female;Under 2600;Single;2;English;GCSE/O Level;London;No;
57;NA;NA;7;White;Female;Under 2600;Married;1;British;Other/Sub Degree;London;No;
21;NA;NA;7;White;Male;Refused;Single;1;British;A Levels;London;No;
64;NA;NA;1;Asian;Male;5200 to 10400;Married;1;British;Degree;London;No;
39;NA;NA;7;White;Female;20800 to 28600;Married;2;English;GCSE/CSE;London;No;
37;NA;NA;7;White;Female;5200 to 10400;Divorced;1;British;GCSE/CSE;London;No;
36;1;5;7;White;Female;Under 2600;Married;1;British;GCSE/CSE;London;Yes;Packets
37;NA;NA;7;White;Female;10400 to 15600;Married;2;English;Degree;London;No;
79;NA;NA;7;White;Male;2600 to 5200;Married;2;English;No Qualification;London;No;
49;NA;NA;7;White;Female;5200 to 10400;Married;2;English;GCSE/CSE;London;No;
30;NA;NA;7;White;Female;5200 to 10400;Married;2;English;GCSE/O Level;London;No;
27;NA;NA;7;White;Female;20800 to 28600;Single;8;Welsh;Degree;London;No;
16;NA;NA;7;White;Male;Under 2600;Single;2;English;GCSE/O Level;London;No;
40;NA;NA;7;White;Male;Above 36400;Married;2;English;GCSE/O Level;London;No;
45;NA;NA;7;White;Female;15600 to 20800;Separated;2;English;GCSE/O Level;London;No;
78;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;Other/Sub Degree;London;No;
59;NA;NA;7;White;Female;5200 to 10400;Married;2;English;Other/Sub Degree;London;No;
93;3;0;7;White;Female;5200 to 10400;Widowed;2;English;Other/Sub Degree;London;Yes;Packets
33;NA;NA;7;White;Female;10400 to 15600;Married;2;English;A Levels;London;No;
57;NA;NA;7;White;Female;15600 to 20800;Divorced;1;British;No Qualification;London;No;
53;4;4;7;White;Female;2600 to 5200;Single;2;English;No Qualification;London;Yes;Packets
54;NA;NA;7;White;Female;2600 to 5200;Divorced;2;English;Higher/Sub Degree;London;No;
33;NA;NA;7;White;Female;Above 36400;Married;3;Irish;A Levels;London;No;
52;NA;NA;7;White;Female;2600 to 5200;Single;3;Irish;Other/Sub Degree;London;No;
31;NA;NA;7;White;Male;10400 to 15600;Single;2;English;Higher/Sub Degree;London;No;
54;NA;NA;7;White;Female;28600 to 36400;Married;1;British;Degree;London;No;
41;10;10;7;White;Female;20800 to 28600;Married;1;British;Higher/Sub Degree;London;Yes;Packets
23;NA;NA;7;White;Female;10400 to 15600;Single;2;English;GCSE/O Level;London;No;
81;NA;NA;7;White;Female;Under 2600;Widowed;1;British;GCSE/CSE;London;No;
17;NA;NA;7;White;Female;Refused;Single;1;British;A Levels;London;No;
73;NA;NA;7;White;Male;Above 36400;Married;1;British;No Qualification;London;No;
62;NA;NA;7;White;Male;20800 to 28600;Married;2;English;No Qualification;London;No;
73;16;16;7;White;Female;10400 to 15600;Married;6;Scottish;Degree;London;Yes;Packets
22;15;15;7;White;Male;20800 to 28600;Single;2;English;ONC/BTEC;London;Yes;Both/Mainly Packets
18;NA;NA;7;White;Female;Under 2600;Single;2;English;A Levels;London;No;
86;7;7;7;White;Female;10400 to 15600;Widowed;3;Irish;GCSE/O Level;London;Yes;Packets
54;20;20;7;White;Female;20800 to 28600;Married;1;British;Degree;London;Yes;Packets
55;NA;NA;7;White;Female;20800 to 28600;Married;1;British;Degree;London;No;
22;15;15;4;Mixed;Female;20800 to 28600;Single;2;English;Degree;London;Yes;Packets
30;NA;NA;1;Asian;Female;5200 to 10400;Married;1;British;ONC/BTEC;London;No;
25;NA;NA;2;Black;Female;2600 to 5200;Single;4;Other;Degree;London;No;
54;10;15;3;Chinese;Female;Under 2600;Divorced;1;British;Other/Sub Degree;London;Yes;Packets
36;NA;NA;7;White;Male;15600 to 20800;Single;2;English;GCSE/O Level;London;No;
40;NA;NA;7;White;Female;Under 2600;Married;4;Other;Other/Sub Degree;London;No;
51;2;10;7;White;Female;2600 to 5200;Divorced;1;British;GCSE/O Level;London;Yes;Packets
44;NA;NA;7;White;Male;10400 to 15600;Married;1;British;Degree;London;No;
26;0;5;7;White;Female;Under 2600;Single;4;Other;Degree;London;Yes;Packets
73;NA;NA;7;White;Male;5200 to 10400;Married;2;English;ONC/BTEC;London;No;
36;NA;NA;7;White;Female;15600 to 20800;Married;2;English;GCSE/O Level;London;No;
69;NA;NA;7;White;Male;5200 to 10400;Widowed;3;Irish;No Qualification;London;No;
41;NA;NA;7;White;Female;10400 to 15600;Married;1;British;Degree;London;No;
40;NA;NA;7;White;Male;Above 36400;Married;4;Other;Degree;London;No;
82;3;3;7;White;Male;2600 to 5200;Married;4;Other;Other/Sub Degree;London;Yes;Packets
27;NA;NA;7;White;Male;15600 to 20800;Single;1;British;Degree;London;No;
35;NA;NA;7;White;Female;20800 to 28600;Single;2;English;Degree;London;No;
35;NA;NA;7;White;Male;Above 36400;Married;2;English;Degree;London;No;
33;NA;NA;7;White;Male;28600 to 36400;Married;4;Other;Other/Sub Degree;London;No;
41;20;20;7;White;Female;2600 to 5200;Divorced;1;British;No Qualification;London;Yes;Packets
26;NA;NA;2;Black;Female;5200 to 10400;Separated;1;British;Other/Sub Degree;London;No;
55;NA;NA;7;White;Female;Refused;Married;2;English;No Qualification;London;No;
18;NA;NA;2;Black;Male;Under 2600;Single;4;Other;GCSE/O Level;London;No;
68;NA;NA;2;Black;Female;5200 to 10400;Married;1;British;GCSE/O Level;London;No;
43;NA;NA;2;Black;Female;10400 to 15600;Single;4;Other;GCSE/O Level;London;No;
58;NA;NA;4;Mixed;Male;20800 to 28600;Married;2;English;No Qualification;London;No;
39;NA;NA;7;White;Female;5200 to 10400;Married;1;British;GCSE/O Level;London;No;
54;NA;NA;7;White;Female;2600 to 5200;Separated;2;English;No Qualification;London;No;
62;NA;NA;7;White;Female;28600 to 36400;Married;1;British;No Qualification;London;No;
40;0;2;7;White;Female;10400 to 15600;Married;2;English;A Levels;London;Yes;Both/Mainly Packets
59;NA;NA;7;White;Female;2600 to 5200;Single;2;English;GCSE/O Level;London;No;
57;NA;NA;7;White;Female;20800 to 28600;Divorced;1;British;GCSE/O Level;London;No;
42;10;25;2;Black;Female;5200 to 10400;Single;4;Other;GCSE/O Level;London;Yes;Packets
48;25;25;7;White;Female;20800 to 28600;Separated;6;Scottish;GCSE/O Level;London;Yes;Packets
45;10;15;2;Black;Female;20800 to 28600;Divorced;1;British;GCSE/O Level;London;Yes;Packets
24;NA;NA;7;White;Female;2600 to 5200;Single;1;British;GCSE/CSE;London;No;
66;NA;NA;2;Black;Female;10400 to 15600;Widowed;1;British;GCSE/CSE;London;No;
63;20;20;7;White;Male;10400 to 15600;Single;2;English;Higher/Sub Degree;London;Yes;Packets
28;NA;NA;5;Refused;Male;Refused;Single;5;Refused;GCSE/O Level;London;No;
59;NA;NA;7;White;Male;20800 to 28600;Divorced;2;English;No Qualification;London;No;
50;NA;NA;2;Black;Male;20800 to 28600;Married;4;Other;Higher/Sub Degree;London;No;
41;NA;NA;7;White;Female;10400 to 15600;Separated;2;English;GCSE/CSE;London;No;
76;NA;NA;7;White;Female;5200 to 10400;Single;1;British;No Qualification;London;No;
24;20;15;7;White;Male;15600 to 20800;Single;1;British;ONC/BTEC;London;Yes;Packets
25;2;5;3;Chinese;Female;20800 to 28600;Single;1;British;Other/Sub Degree;London;Yes;Packets
33;NA;NA;3;Chinese;Female;5200 to 10400;Widowed;4;Other;Degree;London;No;
31;NA;NA;2;Black;Male;28600 to 36400;Single;4;Other;ONC/BTEC;London;No;
33;8;10;2;Black;Female;5200 to 10400;Single;1;British;Degree;London;Yes;Packets
37;NA;NA;7;White;Female;5200 to 10400;Single;4;Other;No Qualification;London;No;
81;NA;NA;2;Black;Male;5200 to 10400;Divorced;1;British;No Qualification;London;No;
36;NA;NA;2;Black;Female;20800 to 28600;Single;4;Other;No Qualification;London;No;
64;7;15;7;White;Female;10400 to 15600;Married;1;British;No Qualification;London;Yes;Hand-Rolled
51;NA;NA;1;Asian;Male;5200 to 10400;Married;1;British;Other/Sub Degree;London;No;
19;NA;NA;4;Mixed;Female;10400 to 15600;Single;1;British;A Levels;London;No;
18;NA;NA;2;Black;Female;Refused;Single;1;British;A Levels;London;No;
31;5;10;7;White;Male;Above 36400;Married;2;English;Degree;London;Yes;Both/Mainly Packets
24;NA;NA;7;White;Female;5200 to 10400;Single;2;English;ONC/BTEC;London;No;
18;10;20;3;Chinese;Male;Under 2600;Single;4;Other;No Qualification;London;Yes;Packets
22;NA;NA;1;Asian;Male;2600 to 5200;Single;4;Other;Degree;London;No;
26;NA;NA;2;Black;Female;10400 to 15600;Single;4;Other;Other/Sub Degree;London;No;
33;NA;NA;2;Black;Female;2600 to 5200;Single;1;British;Degree;London;No;
17;10;20;1;Asian;Male;Under 2600;Single;1;British;GCSE/CSE;London;Yes;Packets
37;10;20;2;Black;Male;10400 to 15600;Single;1;British;ONC/BTEC;London;Yes;Packets
60;NA;NA;3;Chinese;Male;2600 to 5200;Married;1;British;No Qualification;London;No;
80;NA;NA;7;White;Male;2600 to 5200;Married;1;British;No Qualification;South East;No;
68;7;7;7;White;Male;10400 to 15600;Married;1;British;ONC/BTEC;South East;Yes;Packets
65;NA;NA;7;White;Female;5200 to 10400;Married;2;English;GCSE/O Level;South East;No;
42;NA;NA;3;Chinese;Male;10400 to 15600;Married;1;British;No Qualification;South East;No;
48;NA;NA;7;White;Female;15600 to 20800;Married;1;British;GCSE/O Level;South East;No;
46;NA;NA;7;White;Male;Above 36400;Married;6;Scottish;A Levels;South East;No;
44;NA;NA;7;White;Male;28600 to 36400;Married;2;English;ONC/BTEC;South East;No;
29;5;10;7;White;Female;10400 to 15600;Married;2;English;A Levels;South East;Yes;Packets
38;NA;NA;7;White;Male;15600 to 20800;Married;2;English;Higher/Sub Degree;South East;No;
52;NA;NA;7;White;Female;Refused;Married;3;Irish;No Qualification;South East;No;
48;NA;NA;7;White;Male;Above 36400;Divorced;2;English;Degree;South East;No;
65;NA;NA;7;White;Male;10400 to 15600;Married;1;British;GCSE/CSE;South East;No;
27;NA;NA;7;White;Male;10400 to 15600;Single;2;English;Degree;South East;No;
37;NA;NA;7;White;Female;2600 to 5200;Married;2;English;GCSE/O Level;South East;No;
42;NA;NA;7;White;Female;Under 2600;Married;1;British;GCSE/O Level;South East;No;
53;NA;NA;7;White;Male;5200 to 10400;Single;1;British;No Qualification;South East;No;
66;20;20;7;White;Female;Refused;Widowed;2;English;No Qualification;South East;Yes;Packets
20;NA;NA;7;White;Female;15600 to 20800;Single;2;English;ONC/BTEC;South East;No;
62;NA;NA;5;Refused;Female;Refused;Married;5;Refused;No Qualification;South East;No;
18;NA;NA;7;White;Male;2600 to 5200;Single;2;English;Other/Sub Degree;South East;No;
69;NA;NA;7;White;Male;5200 to 10400;Married;2;English;No Qualification;South East;No;
63;1;2;7;White;Male;Above 36400;Divorced;2;English;ONC/BTEC;South East;Yes;Packets
41;NA;NA;3;Chinese;Male;28600 to 36400;Married;1;British;Degree;South East;No;
74;NA;NA;7;White;Male;Above 36400;Married;2;English;Higher/Sub Degree;South East;No;
20;NA;NA;7;White;Female;2600 to 5200;Single;4;Other;Other/Sub Degree;South East;No;
18;NA;NA;7;White;Female;2600 to 5200;Single;1;British;GCSE/O Level;South East;No;
28;10;10;2;Black;Male;5200 to 10400;Single;2;English;GCSE/O Level;South East;Yes;Hand-Rolled
49;NA;NA;3;Chinese;Male;Above 36400;Married;1;British;Degree;South East;No;
64;NA;NA;7;White;Male;5200 to 10400;Married;1;British;Higher/Sub Degree;South East;No;
69;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;GCSE/O Level;South East;No;
33;NA;NA;7;White;Female;5200 to 10400;Separated;1;British;No Qualification;South East;No;
22;7;15;7;White;Female;10400 to 15600;Single;2;English;GCSE/CSE;South East;Yes;Packets
63;NA;NA;7;White;Female;10400 to 15600;Married;2;English;No Qualification;South East;No;
93;NA;NA;7;White;Female;2600 to 5200;Widowed;8;Welsh;No Qualification;South East;No;
65;NA;NA;7;White;Female;Under 2600;Married;2;English;No Qualification;South East;No;
33;10;20;7;White;Female;10400 to 15600;Married;1;British;GCSE/O Level;South East;Yes;Packets
38;NA;NA;7;White;Female;2600 to 5200;Married;1;British;No Qualification;South East;No;
29;10;10;7;White;Female;Under 2600;Single;2;English;GCSE/O Level;South East;Yes;Packets
59;NA;NA;7;White;Male;Above 36400;Married;1;British;A Levels;South East;No;
37;NA;NA;4;Mixed;Male;Above 36400;Single;2;English;Degree;South East;No;
51;20;20;7;White;Male;20800 to 28600;Single;1;British;No Qualification;South East;Yes;Packets
33;NA;NA;7;White;Female;Refused;Married;2;English;GCSE/O Level;South East;No;
80;NA;NA;7;White;Female;2600 to 5200;Single;2;English;Higher/Sub Degree;South East;No;
49;NA;NA;7;White;Male;15600 to 20800;Married;2;English;A Levels;South East;No;
38;NA;NA;7;White;Female;20800 to 28600;Married;2;English;Degree;South East;No;
45;20;10;7;White;Male;Above 36400;Single;2;English;GCSE/O Level;South East;Yes;Packets
58;NA;NA;7;White;Female;20800 to 28600;Married;6;Scottish;Higher/Sub Degree;South East;No;
63;NA;NA;7;White;Female;2600 to 5200;Married;2;English;Degree;South East;No;
69;NA;NA;7;White;Female;2600 to 5200;Married;2;English;Other/Sub Degree;South East;No;
86;NA;NA;7;White;Male;20800 to 28600;Widowed;1;British;Other/Sub Degree;South East;No;
66;NA;NA;7;White;Female;20800 to 28600;Widowed;2;English;Higher/Sub Degree;South East;No;
61;NA;NA;6;Unknown;Male;5200 to 10400;Married;1;British;No Qualification;South East;No;
62;NA;NA;7;White;Female;15600 to 20800;Separated;2;English;Higher/Sub Degree;South East;No;
89;NA;NA;7;White;Female;2600 to 5200;Widowed;1;British;No Qualification;South East;No;
72;NA;NA;7;White;Female;20800 to 28600;Widowed;1;British;Degree;South East;No;
64;NA;NA;7;White;Male;Above 36400;Married;1;British;Other/Sub Degree;South East;No;
58;NA;NA;7;White;Female;28600 to 36400;Married;2;English;A Levels;South East;No;
80;NA;NA;7;White;Female;10400 to 15600;Widowed;2;English;No Qualification;South East;No;
61;NA;NA;7;White;Female;5200 to 10400;Married;2;English;Higher/Sub Degree;South East;No;
34;NA;NA;7;White;Female;5200 to 10400;Married;3;Irish;Higher/Sub Degree;South East;No;
36;3;5;7;White;Female;Under 2600;Married;1;British;GCSE/O Level;South East;Yes;Packets
34;10;20;7;White;Female;10400 to 15600;Divorced;1;British;GCSE/O Level;South East;Yes;Packets
40;NA;NA;7;White;Female;Above 36400;Single;2;English;A Levels;South East;No;
53;NA;NA;7;White;Male;20800 to 28600;Single;2;English;No Qualification;South East;No;
31;NA;NA;7;White;Female;20800 to 28600;Single;2;English;Degree;South East;No;
86;NA;NA;7;White;Female;2600 to 5200;Separated;2;English;No Qualification;South East;No;
46;20;20;7;White;Female;5200 to 10400;Married;2;English;No Qualification;South East;Yes;Packets
34;NA;NA;7;White;Male;15600 to 20800;Single;6;Scottish;GCSE/O Level;South East;No;
44;NA;NA;7;White;Female;28600 to 36400;Single;2;English;Degree;South East;No;
69;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;A Levels;South East;No;
56;NA;NA;7;White;Female;15600 to 20800;Widowed;1;British;No Qualification;South East;No;
79;NA;NA;7;White;Male;2600 to 5200;Single;2;English;No Qualification;South East;No;
41;15;30;7;White;Female;5200 to 10400;Separated;2;English;GCSE/CSE;South East;Yes;Packets
34;15;30;7;White;Male;Above 36400;Divorced;2;English;ONC/BTEC;South East;Yes;Packets
47;40;40;7;White;Male;2600 to 5200;Single;2;English;GCSE/CSE;South East;Yes;Packets
46;NA;NA;7;White;Male;15600 to 20800;Married;1;British;No Qualification;South East;No;
30;NA;NA;7;White;Female;10400 to 15600;Single;2;English;No Qualification;South East;No;
19;NA;NA;7;White;Female;5200 to 10400;Single;2;English;A Levels;South East;No;
45;NA;NA;7;White;Male;28600 to 36400;Married;8;Welsh;Degree;South East;No;
24;NA;NA;7;White;Female;10400 to 15600;Single;4;Other;Higher/Sub Degree;South East;No;
42;NA;NA;7;White;Male;20800 to 28600;Married;2;English;GCSE/O Level;South East;No;
32;NA;NA;7;White;Male;15600 to 20800;Married;2;English;Other/Sub Degree;South East;No;
32;20;20;7;White;Male;10400 to 15600;Single;2;English;GCSE/CSE;South East;Yes;Packets
28;5;5;7;White;Female;Under 2600;Single;1;British;A Levels;South East;Yes;Packets
78;NA;NA;7;White;Female;10400 to 15600;Widowed;1;British;No Qualification;South East;No;
42;20;20;7;White;Male;15600 to 20800;Divorced;2;English;GCSE/O Level;South East;Yes;Hand-Rolled
27;NA;NA;7;White;Female;28600 to 36400;Married;2;English;Degree;South East;No;
57;NA;NA;7;White;Female;Refused;Married;2;English;Other/Sub Degree;South East;No;
24;NA;NA;5;Refused;Female;Refused;Single;5;Refused;Degree;South East;No;
71;NA;NA;7;White;Female;2600 to 5200;Married;2;English;GCSE/O Level;South East;No;
51;NA;NA;7;White;Male;20800 to 28600;Married;2;English;GCSE/O Level;South East;No;
66;NA;NA;7;White;Male;10400 to 15600;Widowed;2;English;No Qualification;South East;No;
73;NA;NA;7;White;Female;2600 to 5200;Separated;1;British;No Qualification;South East;No;
18;10;10;5;Refused;Male;Refused;Single;5;Refused;No Qualification;South East;Yes;Packets
50;5;10;7;White;Male;20800 to 28600;Divorced;2;English;A Levels;South East;Yes;Packets
79;5;5;7;White;Female;5200 to 10400;Widowed;2;English;No Qualification;South East;Yes;Packets
22;5;10;7;White;Female;Under 2600;Single;2;English;GCSE/O Level;South East;Yes;Packets
45;NA;NA;7;White;Male;10400 to 15600;Divorced;2;English;No Qualification;South East;No;
53;NA;NA;7;White;Female;Refused;Married;2;English;No Qualification;South East;No;
77;15;15;7;White;Male;2600 to 5200;Married;2;English;No Qualification;South East;Yes;Packets
64;NA;NA;7;White;Female;5200 to 10400;Widowed;2;English;No Qualification;South East;No;
39;NA;NA;7;White;Male;Under 2600;Married;1;British;A Levels;South East;No;
54;20;10;7;White;Male;5200 to 10400;Widowed;2;English;No Qualification;South East;Yes;Both/Mainly Packets
17;NA;NA;7;White;Male;Refused;Single;2;English;GCSE/CSE;South East;No;
78;NA;NA;7;White;Male;5200 to 10400;Married;2;English;No Qualification;South East;No;
50;6;12;7;White;Male;20800 to 28600;Single;1;British;Degree;South East;Yes;Packets
41;NA;NA;7;White;Male;Above 36400;Married;2;English;Higher/Sub Degree;South East;No;
48;20;40;4;Mixed;Female;2600 to 5200;Divorced;3;Irish;No Qualification;South East;Yes;Packets
25;NA;NA;7;White;Male;15600 to 20800;Married;2;English;GCSE/O Level;South East;No;
18;NA;NA;7;White;Male;2600 to 5200;Married;1;British;ONC/BTEC;South East;No;
58;NA;NA;7;White;Female;10400 to 15600;Married;2;English;GCSE/O Level;South East;No;
79;NA;NA;7;White;Female;20800 to 28600;Widowed;2;English;Higher/Sub Degree;South East;No;
62;10;10;7;White;Male;2600 to 5200;Married;2;English;No Qualification;South East;Yes;Hand-Rolled
36;NA;NA;7;White;Female;Under 2600;Married;1;British;GCSE/CSE;South East;No;
38;NA;NA;7;White;Female;5200 to 10400;Divorced;2;English;No Qualification;South East;No;
19;NA;NA;7;White;Male;10400 to 15600;Single;1;British;Other/Sub Degree;South East;No;
45;NA;NA;7;White;Female;5200 to 10400;Separated;2;English;No Qualification;South East;No;
54;NA;NA;7;White;Male;Above 36400;Married;2;English;Degree;South East;No;
69;NA;NA;7;White;Female;15600 to 20800;Widowed;6;Scottish;GCSE/O Level;South East;No;
